店名,網址,星級,評論,回復,地址
香蕉樹小吃店,https://www.google.com.tw/maps/place/%E9%A6%99%E8%95%89%E6%A8%B9%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m5!3m4!1s0x34691aa371ec63d7:0x8f95fd57a8366c7b!8m2!3d24.3083516!4d120.7214195?authuser=0&hl=zh-TW&rclk=1,4.1,730,"['肉圓很Q彈 麵食份量很足 乾麵香味很好 牛肉麵肉質很嫩 湯頭也都不錯 值得五顆星', '肉圓好吃～香菇肉羹麵很大碗～牛肉湯麵還不錯！但是有點小碗～整體來說CP值算中等～', '好吃 用料實在 用料安心 服務速度快 價錢便宜 老闆、老闆娘態度親切！']",421台中市后里區復興街85號
東達極品美饌,https://www.google.com.tw/maps/place/%E6%9D%B1%E9%81%94%E6%A5%B5%E5%93%81%E7%BE%8E%E9%A5%8C/data=!4m5!3m4!1s0x34691aa18cb6f9db:0x178853b38f82ce3e!8m2!3d24.3064232!4d120.7173538?authuser=0&hl=zh-TW&rclk=1,4.2,2228,"['辦婚宴及吃合菜的餐聽,場地大,有專屬停車場,停車很方便,設施及空間規劃都不錯,', '菜色好, 服務佳, 櫻花蝦米糕, 米粉湯超推薦 價錢非常公道!!', '空間場域大也氣派，但音響設備有點問題，座位旁緊鄰的落地空調箱噪音也很大']",421台中市后里區成功路478號
座上嗑個人石鍋 - 后里總店,https://www.google.com.tw/maps/place/%E5%BA%A7%E4%B8%8A%E5%97%91%E5%80%8B%E4%BA%BA%E7%9F%B3%E9%8D%8B+-+%E5%90%8E%E9%87%8C%E7%B8%BD%E5%BA%97/data=!4m5!3m4!1s0x34691b82104131ab:0xc3f18c3db3a26dee!8m2!3d24.3097493!4d120.7245213?authuser=0&hl=zh-TW&rclk=1,4.8,1537,"['渴（我沒使用醬油沙茶等調味料），麵類白飯、飲料無限供應，餐後的草莓冰淇淋很美味。', '服務好，肉的品質有待加加強，豬肉騷味偏重，雞腿肉口感偏祡，現金支付，沒開發票', '環境舒適，有吧台，包廂，小家庭座位區，個人鍋份量都足夠，肉質新鮮。']",421台中市后里區甲后路一段456巷18號
拉麵次郎長（麗寶總店）,https://www.google.com.tw/maps/place/%E6%8B%89%E9%BA%B5%E6%AC%A1%E9%83%8E%E9%95%B7%EF%BC%88%E9%BA%97%E5%AF%B6%E7%B8%BD%E5%BA%97%EF%BC%89/data=!4m5!3m4!1s0x34693d68e451ee8d:0xb6f870acf145fcc3!8m2!3d24.3252108!4d120.7008051?authuser=0&hl=zh-TW&rclk=1,4.5,2091,"['湯頭不會太鹹，叉燒好吃，蔬菜很多，就是炸雞外皮厚了點，是一碗好吃的拉麵！', '海鮮有🦐有、大干貝、有蚵，麵有勁。有炒泡麵跟拉麵的奇妙結合。湯偏鹹。整體性很推', '麵條中上、台式湯頭非常普通 點餐錯誤、和牛處理不佳無口感香氣、等待時間長']",421台中市后里區福容路201號美食街 3110B棟 3樓
銘記牛肉麵蒸餃,https://www.google.com.tw/maps/place/%E9%8A%98%E8%A8%98%E7%89%9B%E8%82%89%E9%BA%B5%E8%92%B8%E9%A4%83/data=!4m5!3m4!1s0x3469107567bd3687:0xc3125b63e440628c!8m2!3d24.3045673!4d120.7115326?authuser=0&hl=zh-TW&rclk=1,4.1,558,"['環境清爽，牛肉麵肉質偏硬，麵條有口感，湯頭不油膩，小菜尚可。', '青菜湯25，非常便宜，滿滿的地瓜葉，還有一點菜頭，小小一碗，大大滿足！', '環境乾淨，第一次看到醬料瓶這麼乾淨的。食物品質OK，cp值高。']",421台中市后里區公安路62號
鄭爌肉飯,https://www.google.com.tw/maps/place/%E9%84%AD%E7%88%8C%E8%82%89%E9%A3%AF/data=!4m5!3m4!1s0x34691aa341cb1da9:0x3cdfe17660376d9d!8m2!3d24.3079658!4d120.7219385?authuser=0&hl=zh-TW&rclk=1,4.2,1037,"['滷系列的主餐不錯，炸排骨普通，白飯好吃是日本米的口感，配菜偏油', '控肉好吃不膩且份量足，客人超多建議用餐時間先打電話。幾乎隨時都在排隊。', '爌肉豬腳軟爛不油膩 只是死鹹了點 開車來不好停車，常有警察站崗']",421台中市后里區三豐路三段955號
長林肉圓、臭豆腐,https://www.google.com.tw/maps/place/%E9%95%B7%E6%9E%97%E8%82%89%E5%9C%93%E3%80%81%E8%87%AD%E8%B1%86%E8%85%90/data=!4m5!3m4!1s0x3469103763d403c7:0xd648e71281746aa1!8m2!3d24.3095786!4d120.7174217?authuser=0&hl=zh-TW&rclk=1,4.4,532,"['臭豆腐外酥內軟 肉圓皮Q，醬料甜鹹適中 小菜粉腸、豬耳朵、海帶也都好吃 推薦', '每次來滿滿都是客人，老闆動作快不會等太久，臭豆腐、湯類、小菜麵不錯吃，服務親切！', '這家是后里不錯的小吃店，特別是臭豆腐酥脆，現場吃更好，其它的小吃也很好吃。']",421台中市后里區甲后路一段655號
這一小鍋 台中麗寶店,https://www.google.com.tw/maps/place/%E9%80%99%E4%B8%80%E5%B0%8F%E9%8D%8B+%E5%8F%B0%E4%B8%AD%E9%BA%97%E5%AF%B6%E5%BA%97/data=!4m5!3m4!1s0x3469101ca84aee79:0x7ce586c082ea252a!8m2!3d24.324333!4d120.699834?authuser=0&hl=zh-TW&rclk=1,4.4,2578,"['古早味叭噗、古早味彈珠汽水讓我回憶起我的童年！湯頭好喝，雙人餐的肉份量多', '我隔壁桌的情侶，你櫃臺的點錯菜單，上菜才知道，結果讓那位男客人跑櫃臺確認幾次？？', '食材新鮮 白飯、飲料自助 麵茶冰淇淋很特別']",421台中市后里區福容路201號1樓
燒肉同話 台中麗寶店,https://www.google.com.tw/maps/place/%E7%87%92%E8%82%89%E5%90%8C%E8%A9%B1+%E5%8F%B0%E4%B8%AD%E9%BA%97%E5%AF%B6%E5%BA%97/data=!4m5!3m4!1s0x3469101cabcd28cb:0x9c8ee67597ef144a!8m2!3d24.324537!4d120.700018?authuser=0&hl=zh-TW&rclk=1,4.3,2037,"['東西好吃，雙人套餐cp值高，服務員雅茹及婷玉服務親切，烤肉技術一流，很推薦！', '用餐環境好店員服務換烤盤速度周到還有桌邊炙燒跟建議牛肉烤幾分熟', '還有變裝區，有小車子、米奇耳朵沖水馬桶玩具，讓孩子可以安靜一會。']",421台中市后里區福容路201號
瓦城泰國料理 - 台中麗寶店,https://www.google.com.tw/maps/place/%E7%93%A6%E5%9F%8E%E6%B3%B0%E5%9C%8B%E6%96%99%E7%90%86+-+%E5%8F%B0%E4%B8%AD%E9%BA%97%E5%AF%B6%E5%BA%97/data=!4m5!3m4!1s0x3469101b6b9cf425:0xb4ee93bb18083e72!8m2!3d24.325124!4d120.701038?authuser=0&hl=zh-TW&rclk=1,4.2,679,"['咖哩雞、椒麻雞、卻克里王子魚、嚤嚤喳喳等甜點冰品都很推薦喔。', '餐點還不錯，白飯吃到飽。蝦醬炒高麗菜份量有點少。假如人潮多有些東西賣完了。', '好吃 菜色偏酸辣，建議點月亮蝦餅 環境適中 跟別家沒什麼太大的差異']",421台中市后里區福容路201號
涓豆腐 台中麗寶店,https://www.google.com.tw/maps/place/%E6%B6%93%E8%B1%86%E8%85%90+%E5%8F%B0%E4%B8%AD%E9%BA%97%E5%AF%B6%E5%BA%97/data=!4m5!3m4!1s0x346911458c248db7:0xca402211311828b5!8m2!3d24.3252575!4d120.7005913?authuser=0&hl=zh-TW&rclk=1,4.1,517,"['小菜會主動一直續，蔥燒梅花豬豬肉軟嫩包著青菜吃很爽口，鮪魚豆腐湯湯頭也不錯', '餐點服務都不錯，無限量供應的小菜好吃，尤其是泡菜，但飯後甜點豆花差強人意', '海鮮煲4隻蝦2隻粉的，蛤蜊殼大肉小，蚵仔小，溫度讓人擔心雞蛋能不能熟。']",42145台中市后里區福容路201號1樓
新這一鍋 台中麗寶殿,https://www.google.com.tw/maps/place/%E6%96%B0%E9%80%99%E4%B8%80%E9%8D%8B+%E5%8F%B0%E4%B8%AD%E9%BA%97%E5%AF%B6%E6%AE%BF/data=!4m5!3m4!1s0x346911212f38360d:0xdd4415bf116edd19!8m2!3d24.3270701!4d120.7030568?authuser=0&hl=zh-TW&rclk=1,4.7,581,"['火鍋選擇的新去處，裝潢怎麼那...麼美?還可以吃鍋看水幕秀，好吃cp值極高 。', '喝到飽，汽水、沙瓦、咖啡與無糖綠茶，諸多選擇。白飯與醬料區也是無限制供應。', '麻辣鴛鴦鍋不算太辣，麻辣鴨血和豆腐吃好吃滿，好吃，甜點可以自己做蛋捲冰淇淋。']",421台中市后里區福容路201號二期C區1樓
港點大師 台中麗寶店 天然無添加｜大閘蟹｜小龍蝦,https://www.google.com.tw/maps/place/%E6%B8%AF%E9%BB%9E%E5%A4%A7%E5%B8%AB+%E5%8F%B0%E4%B8%AD%E9%BA%97%E5%AF%B6%E5%BA%97+%E5%A4%A9%E7%84%B6%E7%84%A1%E6%B7%BB%E5%8A%A0%EF%BD%9C%E5%A4%A7%E9%96%98%E8%9F%B9%EF%BD%9C%E5%B0%8F%E9%BE%8D%E8%9D%A6/data=!4m5!3m4!1s0x34691145919420b3:0x68f39ac31fa89a7d!8m2!3d24.3266158!4d120.7024684?authuser=0&hl=zh-TW&rclk=1,4.1,514,"['雞麵的鹹度不會太鹹，雞肉不錯吃，但芝麻包蒸的有點久濕濕的', '免治牛肉腸粉餡料紮實，無過度調味，沾點店家特製小魚辣油，好吃到差點將舌頭也吞下肚', '還不錯，平日來出餐超快！品質相對穩定！蠟味蒸飯推薦！店員服務態度很好！']",421台中市后里區福容路201號台中麗寶Outlet Mall二期C棟2樓
麗寶樂園OUTLET三樓美食街,https://www.google.com.tw/maps/place/%E9%BA%97%E5%AF%B6%E6%A8%82%E5%9C%92OUTLET%E4%B8%89%E6%A8%93%E7%BE%8E%E9%A3%9F%E8%A1%97/data=!4m5!3m4!1s0x346910034de9b7e1:0x13807633c5659dd2!8m2!3d24.3252108!4d120.7008051?authuser=0&hl=zh-TW&rclk=1,4.2,6574,"['這景點很棒 置身在國外般的景色 設計風格很棒 好逛，地方很大 不會擠的不得了', '台中港三井停車不收費，麗寶室內停車收費就算了，室外也收，商品折扣不優', '百貨美食區模式，平日位子很多，有洗手區，廁所，另外二樓一樓有哺乳室。']",421台中市后里區福容路200號
Mövenpick Café- 莫凡彼台中麗寶店,https://www.google.com.tw/maps/place/M%C3%B6venpick+Caf%C3%A9-+%E8%8E%AB%E5%87%A1%E5%BD%BC%E5%8F%B0%E4%B8%AD%E9%BA%97%E5%AF%B6%E5%BA%97/data=!4m5!3m4!1s0x346911f322110a7d:0xd42ae096bd554041!8m2!3d24.3267639!4d120.7028309?authuser=0&hl=zh-TW&rclk=1,4.3,590,"['推薦比利時水果麻糬鬆餅&牛肉焗烤飯！', '很不喜歡這家 上次拿鐵小孩子不慎打翻 沒有再提供要收服務費，餐飲貴，服務沒品質', '炒魷魚義大利麵，魷魚份量十分給力。德國豬腳皮脆肉香，價格適中。']",42145台中市后里區福容路201號二期C區2樓
木匠兄妹木工房,https://www.google.com.tw/maps/place/%E6%9C%A8%E5%8C%A0%E5%85%84%E5%A6%B9%E6%9C%A8%E5%B7%A5%E6%88%BF/data=!4m5!3m4!1s0x34691a84c01122b1:0x167bbece28d8125!8m2!3d24.2910657!4d120.7211564?authuser=0&hl=zh-TW&rclk=1,4.8,4025,"['親子DIY很棒的地方 環境舒適 現場教學人員親切 很推薦親子遊樂👍', '很適合親子來，有零星的小木頭和彩繪，激發小孩的創意，戶外有造景和互動設施，沙坑等', '年輕店員很有服務熱誠，產品設計的很棒，值得一遊，建議清洗區與廁所分開。']",421台中市后里區舊圳路4-12號
麗寶福容大飯店 福粵樓,https://www.google.com.tw/maps/place/%E9%BA%97%E5%AF%B6%E7%A6%8F%E5%AE%B9%E5%A4%A7%E9%A3%AF%E5%BA%97+%E7%A6%8F%E7%B2%B5%E6%A8%93/data=!4m5!3m4!1s0x3469101bb86012b7:0x879297b811bf590b!8m2!3d24.3236467!4d120.6965099?authuser=0&hl=zh-TW&rclk=1,4.2,516,"['服務很好，環境很好，只可以菜色表現略輸 裕元花園酒店2樓的喆園鮑魚中餐廳', '東西好吃也不貴！極推花壽司跟鮭魚石鍋拌飯，服務員也都很熱情', '這次是住房附的早餐🥣自助式的早餐 選擇性尚可 只有兒童區的小包子很可愛 好吃😋']",421台中市后里區福容路88 號
霧峰民生故事館,https://www.google.com.tw/maps/place/%E9%9C%A7%E5%B3%B0%E6%B0%91%E7%94%9F%E6%95%85%E4%BA%8B%E9%A4%A8/data=!4m5!3m4!1s0x34693b23ba4753b3:0x982588e0eef0585f!8m2!3d24.0394172!4d120.6926991?authuser=0&hl=zh-TW&rclk=1,4.4,714,"['一樓的餐廳提供有機食材製作的餐點及飲食，價格合理，冰滴咖啡及當季果汁值得品嚐。', '這家舊診所再利用的有機食堂很不賴，二樓的展覽小而美，值得一逛。', '有農業的風景、香米食材及歷史場景。今天太趕只喝當地蔬果汁，下回來試特色午餐。']",413台中市霧峰區中正路369號
霧峰林家宮保第園區,https://www.google.com.tw/maps/place/%E9%9C%A7%E5%B3%B0%E6%9E%97%E5%AE%B6%E5%AE%AE%E4%BF%9D%E7%AC%AC%E5%9C%92%E5%8D%80/data=!4m5!3m4!1s0x34693b5a7813d8ef:0x73b72bc2839ad045!8m2!3d24.0630554!4d120.7007856?authuser=0&hl=zh-TW&rclk=1,4.4,6790,"['很棒的歷史建築景點 一定要預約導覽解說 門票還可以換紅茶ㄛ', '在都市叢林中難得一見的一座古色古香的建築物，值得親子一遊寓教於樂的好地方 ！', '林家與基隆顏家、板橋林家、鹿港辜家、高雄陳家並列為「台灣五大家族」。']",413台中市霧峰區民生路26號
光復新村,https://www.google.com.tw/maps/place/%E5%85%89%E5%BE%A9%E6%96%B0%E6%9D%91/data=!4m5!3m4!1s0x34693b3c83371dd1:0xa724022538ad26b9!8m2!3d24.0445917!4d120.6945009?authuser=0&hl=zh-TW&rclk=1,4.2,4242,"['老眷村宿舍，有很多文青小店；也有麵店、咖啡甜點店、麵包店', '散步好地方 很多家文創商店可以逛 隔壁是921地震教育園區 可以去看看', '很棒的觀光區，環境非常有特色，建議增加廁所，才能因應假日過多的人潮。']",413台中市霧峰區光復新村
霧峰市場,https://www.google.com.tw/maps/place/%E9%9C%A7%E5%B3%B0%E5%B8%82%E5%A0%B4/data=!4m5!3m4!1s0x34693b5a0ec245bd:0x7b816d40d443a6f3!8m2!3d24.0671667!4d120.7000633?authuser=0&hl=zh-TW&rclk=1,4.1,808,"['清潔 方便，魚，牛羊雞鴨肉眼，素食，雜貨樣樣齊全，水果新鮮可口。停車較不適合。', '傳統市場溫馨、有人情味又熱鬧，體驗價廉物美的買菜經驗。', '水餃的CP值高，豆腐乳真的很甘甜，推薦有到這裏可以買看看']",413台中市霧峰區民主街13號
霧峰林家花園林獻堂博物館園區-萊園,https://www.google.com.tw/maps/place/%E9%9C%A7%E5%B3%B0%E6%9E%97%E5%AE%B6%E8%8A%B1%E5%9C%92%E6%9E%97%E7%8D%BB%E5%A0%82%E5%8D%9A%E7%89%A9%E9%A4%A8%E5%9C%92%E5%8D%80-%E8%90%8A%E5%9C%92/data=!4m5!3m4!1s0x34693b4e3004293b:0x6f6dee16b4ef4252!8m2!3d24.0612114!4d120.7031104?authuser=0&hl=zh-TW&rclk=1,4.1,1241,"['古色古香的歷史建築 融合中 西 日式風格的建築特色 依山傍水 風景幽美', '很棒的導覽解說，好逛又增長知識，是文化之旅的好地方👍', '文物館介紹人員(學校老師)，超讚的 學校學生非常親善。']",413台中市霧峰區萊園路91號
921地震教育園區,https://www.google.com.tw/maps/place/921%E5%9C%B0%E9%9C%87%E6%95%99%E8%82%B2%E5%9C%92%E5%8D%80/data=!4m5!3m4!1s0x34693ac6bbdcc543:0x732d62b3fdd5e662!8m2!3d24.0422565!4d120.6996203?authuser=0&hl=zh-TW&rclk=1,4.5,8073,"['頗具教育意義，適合戶外教學的好地點。學校團體可申請預約導覽，學校團體免門票喔。', '能讓大人及小孩學習知識的好地方，若是停車場動線及規劃再更明確一些會更好', '一個新市鎮，現在眷村老屋群搖身一變成為網美景點，裡面有很多的創意小市集可以逛逛.']",413台中市霧峰區新生路192號
亞洲大學現代美術館,https://www.google.com.tw/maps/place/%E4%BA%9E%E6%B4%B2%E5%A4%A7%E5%AD%B8%E7%8F%BE%E4%BB%A3%E7%BE%8E%E8%A1%93%E9%A4%A8/data=!4m5!3m4!1s0x34693b17f89d4773:0x75195fab2281c37f!8m2!3d24.0471041!4d120.688228?authuser=0&hl=zh-TW&rclk=1,4.4,1707,"['美術館建築四周環境清幽，除大片草皮外，遍植花樹與名師雕塑，像座美麗公園', '展場空間很舒服，現場人員雖非導覽卻也能相當專業熱誠的解說，非常不錯。', '很棒很舒服的地方，一樓芒果咖啡餐點好吃，臨近的光復新村也值得順遊']",41354台中市霧峰區柳豐路500號
大里溪橋下小人國,https://www.google.com.tw/maps/place/%E5%A4%A7%E9%87%8C%E6%BA%AA%E6%A9%8B%E4%B8%8B%E5%B0%8F%E4%BA%BA%E5%9C%8B/data=!4m5!3m4!1s0x34693b8046d2db6b:0x941abe560390d1b3!8m2!3d24.0793003!4d120.6641557?authuser=0&hl=zh-TW&rclk=1,4.3,808,"['建議行程：中投小人國→草屯工藝文化園區→草屯中山公園→草鞋墩夜市。', '非常推薦家長帶自家小學中、高年級學生來現場體驗舊農村縮影。', '行車平安，阿伯的熱情再次應證了人是台灣最美好的風景這句話！！此景點絕對值得造訪。']",413台中市霧峰區
亞洲大學,https://www.google.com.tw/maps/place/%E4%BA%9E%E6%B4%B2%E5%A4%A7%E5%AD%B8/data=!4m5!3m4!1s0x34693b17a99d736b:0x1c471d70cdc89dc9!8m2!3d24.0461479!4d120.6874019?authuser=0&hl=zh-TW&rclk=1,4.3,1442,"['校園漂亮，假日可以遛小孩、野餐跟看風景，停車便利，附近中正路也可以吃東西。', '學校建築走希臘羅馬風格，在亞州算是赫赫有名，但學費偏高。', '﹡02在高鐵台中站，搭乘151號公車（往霧峰），在“亞洲大學安藤館”站下車。']",413台中市霧峰區柳豐路500號
朝陽科技大學,https://www.google.com.tw/maps/place/%E6%9C%9D%E9%99%BD%E7%A7%91%E6%8A%80%E5%A4%A7%E5%AD%B8/data=!4m5!3m4!1s0x346924aa5ff8ce27:0x7c8496caccaa905!8m2!3d24.0685714!4d120.7147579?authuser=0&hl=zh-TW&rclk=1,4.1,766,"['圖書館館藏豐富，老師也很用心的指導，只是學校餐廳雖然美味，但是選擇性不多。', '前往享受位在台中市區的景區！山下即有便利商店可購買茶水，記得把飲料罐帶下山喔！', '山很美，天空很棒，建築很讚']",413台中市霧峰區吉峰東路168號
NU PASTA 台中霧峰店-義大利麵｜焗烤｜聚餐餐廳｜平價美食｜推薦餐廳,https://www.google.com.tw/maps/place/NU+PASTA+%E5%8F%B0%E4%B8%AD%E9%9C%A7%E5%B3%B0%E5%BA%97-%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5%EF%BD%9C%E7%84%97%E7%83%A4%EF%BD%9C%E8%81%9A%E9%A4%90%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%B9%B3%E5%83%B9%E7%BE%8E%E9%A3%9F%EF%BD%9C%E6%8E%A8%E8%96%A6%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34693b44e8d92bc1:0xd6f172076c2f7c4e!8m2!3d24.0617794!4d120.6968248?authuser=0&hl=zh-TW&rclk=1,4.5,734,"['服務人員親切，只是每間的據點餐點口味都不一樣，但是兒童餐深得孩子喜歡', '蒜蓉醬酸酸的？服務普通，咖啡沒有60元的價值……', '普通 空間涼爽 餐點沒什麼特色 裝潢偏舊式簡餐店']",41341台中市霧峰區樹仁路107號
興鮮幸福鍋物 霧峰美食推薦,https://www.google.com.tw/maps/place/%E8%88%88%E9%AE%AE%E5%B9%B8%E7%A6%8F%E9%8D%8B%E7%89%A9+%E9%9C%A7%E5%B3%B0%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6/data=!4m5!3m4!1s0x34693b4ef3150a1b:0x365421d09e9b9050!8m2!3d24.0646756!4d120.697472?authuser=0&hl=zh-TW&rclk=1,4.9,997,"['燈光美，氣氛佳 環境棒，服務讚 肉新鮮，菜盤多 價格俗，CP高 推推推推', '食材用心.份量足. 座位非常舒適.裝潢設計古早味.牛奶鍋推！', '素食鍋很讚，沒啥素料都是天然蔬菜，老闆娘人親切又會送菜！！棒棒～']",413台中市霧峰區四德路53號
峰之饌複合式餐廳,https://www.google.com.tw/maps/place/%E5%B3%B0%E4%B9%8B%E9%A5%8C%E8%A4%87%E5%90%88%E5%BC%8F%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34693b5a26ffb02f:0x36f31131b98897cf!8m2!3d24.06822!4d120.698537?authuser=0&hl=zh-TW&rclk=1,4.2,1022,"['小火鍋類.焗烤類.燒烤類.火烤雙拼. 義大利麵飯類.韓式鍋巴飯.點心飲料。', '換老闆後，無論口味、裝潢、服務都大幅提升，讚哦~ ps.三杯雞超好吃的啦！', '環境優美氣氛佳，還有兒童專屬遊戲區很棒，停車也方便喲！']",412台中市霧峰區草湖路2號
道地越南小吃,https://www.google.com.tw/maps/place/%E9%81%93%E5%9C%B0%E8%B6%8A%E5%8D%97%E5%B0%8F%E5%90%83/data=!4m5!3m4!1s0x34693b44ff33c609:0x853746086cc4f210!8m2!3d24.0607204!4d120.6972828?authuser=0&hl=zh-TW&rclk=1,4.3,802,"['海鮮河粉 80元 湯頭口味偏台式， 撇開對越南菜的期待， 這是一碗好吃的河粉。', '*蘿蔔清湯—口味有比較偏鹹，跟店家反應後，加上清高湯後，就比較像台灣口味了。', '食物好吃，價錢便宜，老闆和員工的服務很熱心，CP值超高，值得推薦！']",413台中市霧峰區育群路156-5號
聖地庭園複合廚房｜霧峰隱藏版美食｜觀葉植物餐廳｜下午茶｜義大利麵｜排餐｜蔬食｜,https://www.google.com.tw/maps/place/%E8%81%96%E5%9C%B0%E5%BA%AD%E5%9C%92%E8%A4%87%E5%90%88%E5%BB%9A%E6%88%BF%EF%BD%9C%E9%9C%A7%E5%B3%B0%E9%9A%B1%E8%97%8F%E7%89%88%E7%BE%8E%E9%A3%9F%EF%BD%9C%E8%A7%80%E8%91%89%E6%A4%8D%E7%89%A9%E9%A4%90%E5%BB%B3%EF%BD%9C%E4%B8%8B%E5%8D%88%E8%8C%B6%EF%BD%9C%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5%EF%BD%9C%E6%8E%92%E9%A4%90%EF%BD%9C%E8%94%AC%E9%A3%9F%EF%BD%9C/data=!4m5!3m4!1s0x34693ca80a085d1d:0xb1a837726037dab4!8m2!3d24.07408!4d120.700027?authuser=0&hl=zh-TW&rclk=1,4.6,1720,"['餐點好吃，用料不手軟。人員服務親切！有戶外座位，也是對寵物友善的店家！', '鬆餅\U0001f9c7很讚 餐點上菜速度快，外面還有庭院可以玩，很推薦有小孩的父母來喔！', '庭園景觀不錯，室內裝潢有特色，餐點有創意，可惜附近不易停車。']",413台中市霧峰區中正路1224巷17弄1號
鍋裡．鍋物,https://www.google.com.tw/maps/place/%E9%8D%8B%E8%A3%A1%EF%BC%8E%E9%8D%8B%E7%89%A9/data=!4m5!3m4!1s0x34693b5ad5636a71:0x377979d58b3b0fa8!8m2!3d24.0641554!4d120.6978964?authuser=0&hl=zh-TW&rclk=1,4.5,1198,"['位在霧峰市中心，火鍋湯底有特色，食材新鮮，有製麵機可體驗😄旁邊超市有停車場。', '肉很多氣氛很好 冰淇淋好吃配料也用心 唯一不合口味的是滷肉飯（我覺得太鹹）', '親子火鍋餐廳，自製麵條、DIY霜淇淋，室內裝潢也頗有特色！']",41341台中市霧峰區育群路15號
